# 60000 /scratch/04709/vantaj94/Reports_2020-02-17/VS2_Tar5_LR15_Sd0.report
# Layered model 52209: value=0.167301
9
0.898566392838242467 163.43119238529598647 98.180389031870078043 2000
0.28573803853469315062 253.20681809626509562 99.162192922188779676 2000
3.0518600953210004434 331.24740743331057047 103.18857559522325573 2000
0.90740482503944530634 355.14205580304667365 159.87187334933227589 2000
7.6976588427279715177 380.76035304640686263 185.60628179541902227 2000
2.0187768904040002127 671.38251474423952914 191.23033774010201569 2000
6.9812975187752748241 1104.1770483779453116 327.27360195757785277 2000
25.1144251966079608 1320.7585891284315949 343.96784478984136513 2000
0 1402.0118564391768814 379.95449178486586561 2000
# Layered model 57623: value=0.17314
9
0.67333366999999999525 255.73888627722772071 93.415271359706366638 2000
0.84545622463334513252 288.17297823525353806 99.162192922188779676 2000
2.675432409024017133 308.96043748797927719 101.15535299992477292 2000
0.65125269634263815988 315.1705422814876556 163.08529800365386109 2000
5.890014106048289122 429.0502962945768104 178.36398861793642823 2000
7.21701604061394697 513.20742885537379152 219.8143420209686667 2000
4.3278076393115654241 719.81292884380513897 330.54633797715365517 2000
24.675415014274786785 1137.6347171208453801 361.51366178536022744 2000
0 1643.9691627904096549 379.95449178486586561 2000
# Layered model 59446: value=0.180671
9
0.72912387968466496613 226.95527649689896066 97.20830597214859381 2000
1.142620545542617716 231.51707755448666148 99.162192922188779676 2000
2.3224778784300794676 308.96043748797927719 100.1538148514106723 2000
1.6016803860954809124 318.32224770430252647 169.7072150746471948 2000
5.8290936769287515773 561.28740677132930159 181.94910478915696217 2000
2.0979690151934065057 578.29497648390736231 191.23033774010201569 2000
7.9020867009375006518 645.1854002986588057 279.10588630826879353 2000
18.820239398115923279 1126.3710070503418592 333.85180135692519343 2000
0 1294.7344271428601132 376.19256612362960368 2000
# Layered model 51374: value=0.181338
9
0.73641511848151164354 268.78413967874729451 96.245847497176825414 2000
1.6402036314260226568 308.96043748797927719 99.162192922188779676 2000
2.1201552564392263101 327.96773013199066327 105.26266596468724401 2000
0.85564488678009631428 433.34079925752257623 164.71615098369039742 2000
6.7445989422774408339 455.44553513802287625 185.60628179541902227 2000
3.2132602635375615563 734.28116871356564843 189.33696805950694397 2000
11.875937649428715659 923.11113037635902856 308.30653734861800785 2000
14.07202609132451343 1416.0319750035687321 340.56222256419937366 2000
0 1870.9902574113059472 376.19256612362960368 2000
# Layered model 54914: value=0.185849
9
0.86350464173037588811 203.4253971399818397 95.29291831403645574 2000
0.2745886387029136122 240.9175992866797742 99.162192922188779676 2000
3.3586807259134712211 331.24740743331057047 103.18857559522325573 2000
0.44609504115324050133 373.25786986217713093 174.84951339862408304 2000
6.6821273191815935277 380.76035304640686263 185.60628179541902227 2000
4.1491984689363032857 420.5963104544425164 209.1458040768060016 2000
7.1812337080836954328 779.45425679630238847 330.54633797715365517 2000
18.715395714390446358 1183.8272485511674859 361.51366178536022744 2000
0 1870.9902574113059472 376.19256612362960368 2000
# Layered model 58583: value=0.189126
9
0.69373635353467000275 182.33500820204440629 98.180389031870078043 2000
1.2156301346396811702 231.51707755448666148 100.1538148514106723 2000
1.8500144391359090168 321.5054701813455722 101.15535299992477292 2000
1.183488120189740922 369.56224738829411081 129.72486115436603882 2000
4.4900037148812392829 464.5999903942971514 178.36398861793642823 2000
7.8191318177877633389 555.73010571418740255 213.34963473874984174 2000
5.4761424928028716863 632.47269904779807348 299.23928769225494761 2000
21.068308018233739887 895.96256858564538561 350.88159847011718284 2000
0 1082.4203983706943291 387.59157706974167468 2000
# Layered model 44099: value=0.191753
9
0.85495509082215437324 189.73854069843031311 97.20830597214859381 2000
0.99825721138307610403 233.83224833003146159 100.1538148514106723 2000
2.2583672524044766661 285.31978043094409259 102.16690652992402022 2000
1.2943635274484179831 299.87395672524752399 164.71615098369039742 2000
5.877163861137691292 404.18478730871169091 181.94910478915696217 2000
4.8081492086180031009 638.79742603827605762 222.01248544117834172 2000
4.8978063481861795481 645.1854002986588057 284.71591462306503217 2000
25.501757104206522087 923.11113037635902856 361.51366178536022744 2000
0 1946.9599645331365991 387.59157706974167468 2000
# Layered model 56270: value=0.202663
9
0.71475725878312412753 255.73888627722772071 95.29291831403645574 2000
1.7830929326257931589 260.87923789139995279 99.162192922188779676 2000
1.613729363200790079 268.78413967874729451 103.18857559522325573 2000
1.4030229833977863052 351.62579782479866708 158.28898351419036317 2000
5.6567904750576714079 539.38616551297866408 180.14762850411580075 2000
5.9097996405675115028 555.73010571418740255 213.34963473874984174 2000
5.4219232602008631261 601.77607149200957792 327.27360195757785277 2000
24.922169164417532272 1029.8858686153439521 343.96784478984136513 2000
0 1627.6922403865441993 387.59157706974167468 2000
# Layered model 54737: value=0.204473
9
0.9350517916387104389 182.33500820204440629 98.180389031870078043 2000
0.9743146965356408451 274.18670088629011161 101.15535299992477292 2000
2.5874075181724096595 288.17297823525353806 105.26266596468724401 2000
0.39715574365324002315 305.90142325542501567 168.0269456184625767 2000
6.3891771931958158959 498.1140742903033356 189.33696805950694397 2000
4.1802739367354622146 712.68606816218334643 197.0248082039648807 2000
8.4241301139130584374 878.30856640098556909 314.50349874932521743 2000
18.620896831835359819 1009.5930483436369514 327.27360195757785277 2000
0 1430.1922947536045285 376.19256612362960368 2000
# Layered model 44063: value=0.204495
9
0.82159503769561137432 187.85994128557456406 94.34942407330342462 2000
1.0132686278541218616 224.70819455138510534 101.15535299992477292 2000
2.4013008611442030471 274.18670088629011161 103.18857559522325573 2000
0.85647839581436269185 315.1705422814876556 169.7072150746471948 2000
5.7502010746004739161 595.81789256634613139 187.46234461337320454 2000
4.9313508385091253672 734.28116871356564843 202.99485691735324622 2000
6.5061179503559039006 1050.5865745745122695 293.34309155205852448 2000
16.586817354076710984 1307.6817714142887326 317.6485337368184787 2000
0 1564.1802498786680644 376.19256612362960368 2000
# Layered model 52769: value=0.205159
9
0.75872923298661987257 170.067154155220436 95.29291831403645574 2000
1.4579859842076392518 236.17057081333183532 103.18857559522325573 2000
2.0194493094996768257 255.73888627722772071 105.26266596468724401 2000
0.80605618866081485407 337.90548032272010914 161.47059208282558984 2000
5.3775392441602756222 408.22663518179882658 187.46234461337320454 2000
3.4404350761787245716 705.62977045760726469 195.07406752867808564 2000
8.6429208781397885986 1149.0110642920537884 287.56307376929566999 2000
11.647977681283016693 1195.665521036679138 311.38960272210420044 2000
0 1416.0319750035687321 372.46788725111838403 2000
# Layered model 56985: value=0.205687
9
0.82159503769561137432 240.9175992866797742 98.180389031870078043 2000
0.63793219844616078085 293.96525509778211926 99.162192922188779676 2000
2.7766372905521636838 327.96773013199066327 102.16690652992402022 2000
1.6176971899564351887 362.28041112468793017 164.71615098369039742 2000
6.24315611875392662 429.0502962945768104 183.76859583704853662 2000
2.3259566981207129288 835.68046406161136019 195.07406752867808564 2000
7.8573382524487911382 1029.8858686153439521 290.43870450698864261 2000
15.44374080618083056 1269.2230439592785842 327.27360195757785277 2000
0 1294.7344271428601132 376.19256612362960368 2000
# Layered model 59619: value=0.206288
9
0.96338479597715509506 222.48336094196545787 97.20830597214859381 2000
1.4610039908035210576 238.5322765214651497 100.1538148514106723 2000
1.8541373851801989936 282.49483210984561765 102.16690652992402022 2000
2.1877789993487386511 473.93845020122256528 174.84951339862408304 2000
5.7516828424487265181 518.33950314392757264 181.94910478915696217 2000
3.2453928661729385396 664.73516311310845595 205.02480548652681591 2000
6.8169319060425230816 1149.0110642920537884 314.50349874932521743 2000
23.294454005719675393 1244.2143358095074746 320.82501907418668452 2000
0 1533.3597195163886227 383.75403670271452938 2000
# Layered model 44132: value=0.212444
9
0.76631652531648608573 255.73888627722772071 94.34942407330342462 2000
1.6340684120901238785 274.18670088629011161 99.162192922188779676 2000
1.6704859087416155106 279.69785357410455617 101.15535299992477292 2000
1.3350722359098998737 404.18478730871169091 161.47059208282558984 2000
6.219053284623469402 424.8022735589869967 185.60628179541902227 2000
4.7896940337836841906 764.0959286308228684 213.34963473874984174 2000
5.2103616823472229669 844.03726870222760681 320.82501907418668452 2000
25.800232995438570072 1137.6347171208453801 337.19031937049442149 2000
0 1927.6831332011258837 387.59157706974167468 2000
# Layered model 55424: value=0.214561
9
0.83810909795329313621 229.22482926186793861 94.34942407330342462 2000
1.5385096519542411642 302.87269629249999525 99.162192922188779676 2000
1.9446926837729496818 305.90142325542501567 102.16690652992402022 2000
1.4745912560723590801 442.0509493225987967 181.94910478915696217 2000
6.6676668830820400302 503.09521503320638658 187.46234461337320454 2000
3.154445115895708085 719.81292884380513897 195.07406752867808564 2000
5.5809384362694078874 1195.665521036679138 311.38960272210420044 2000
24.375813666693478154 1207.6221762470458998 320.82501907418668452 2000
0 1677.0129429624969362 387.59157706974167468 2000
# Layered model 56660: value=0.214988
9
0.94440230955509751887 178.74228820904264126 97.20830597214859381 2000
1.0824286925242423418 224.70819455138510534 101.15535299992477292 2000
2.3813387914181216587 334.55988150764369493 103.18857559522325573 2000
